slot	arm	phase	begin_ns	end_ns	note
0m	W	cooldown	1788491692448399377	1788491705372483599	quiescence=reached elapsed_ms=12913 sclk_forced=0
0n	W	launch	1788491705378530442	1788491711637858689	-
0n	W	request	1788491711637858689	1788491715273598376	-
0n	W	teardown	1788491715273598376	1788491716282111262	-
0n	W	analysis	1788491716282111262	1788491716529032554	-
0n	W	cooldown	1788491716530380748	1788491727985816147	quiescence=reached elapsed_ms=11444 sclk_forced=0
0o	W	launch	1788491727991497538	1788491734273285789	-
0o	W	request	1788491734273285789	1788491737932919283	-
0o	W	teardown	1788491737932919283	1788491738829586017	-
0o	W	analysis	1788491738829586017	1788491739058617693	-
0o	W	cooldown	1788491739059973234	1788491750472875499	quiescence=reached elapsed_ms=11402 sclk_forced=0
0p	W	launch	1788491750478803758	1788491756705511009	-
0p	W	request	1788491756705511009	1788491760339653521	-
0p	W	teardown	1788491760339653521	1788491761229326870	-
0p	W	analysis	1788491761229326870	1788491761472161790	-
0p	W	cooldown	1788491761473041466	1788491772823499257	quiescence=reached elapsed_ms=11341 sclk_forced=0
1	C	launch	1788491772828019989	1788491779174946558	-
1	C	request	1788491779174946558	1788491782798641862	-
1	C	teardown	1788491782798641862	1788491783738428035	-
1	C	analysis	1788491783738428035	1788491783960107941	-
1	C	cooldown	1788491783961634584	1788491795161738979	quiescence=reached elapsed_ms=11188 sclk_forced=0
2	K	launch	1788491795166232385	1788491801546875310	-
2	K	request	1788491801546875310	1788491805173227041	-
2	K	teardown	1788491805173227041	1788491806192760364	-
2	K	analysis	1788491806192760364	1788491806426595271	-
2	K	cooldown	1788491806428085351	1788491817391859569	quiescence=reached elapsed_ms=10952 sclk_forced=0
3	K	launch	1788491817397559789	1788491823676015742	-
3	K	request	1788491823676015742	1788491827311868180	-
3	K	teardown	1788491827311868180	1788491828198130188	-
3	K	analysis	1788491828198130188	1788491828429701911	-
3	K	cooldown	1788491828431056752	1788491835592538561	quiescence=reached elapsed_ms=7150 sclk_forced=0
4	C	launch	1788491835597064337	1788491841881767652	-
4	C	request	1788491841881767652	1788491845523949541	-
4	C	teardown	1788491845523949541	1788491846441627981	-
4	C	analysis	1788491846441627981	1788491846689703324	-
4	C	cooldown	1788491846691063068	1788491858818840907	quiescence=reached elapsed_ms=12116 sclk_forced=0
5	C	launch	1788491858823251862	1788491865230490981	-
5	C	request	1788491865230490981	1788491868866892802	-
5	C	teardown	1788491868866892802	1788491869753703304	-
5	C	analysis	1788491869753703304	1788491869996305865	-
5	C	cooldown	1788491869997851601	1788491880846431194	quiescence=reached elapsed_ms=10835 sclk_forced=0
6	K	launch	1788491880852699849	1788491887211458990	-
6	K	request	1788491887211458990	1788491890827509372	-
6	K	teardown	1788491890827509372	1788491891853527521	-
6	K	analysis	1788491891853527521	1788491892094184291	-
6	K	cooldown	1788491892095568993	1788491901791408903	quiescence=reached elapsed_ms=9685 sclk_forced=0
7	K	launch	1788491901795934911	1788491908093776264	-
7	K	request	1788491908093776264	1788491911720042453	-
7	K	teardown	1788491911720042453	1788491912628525239	-
7	K	analysis	1788491912628525239	1788491912858414233	-
7	K	cooldown	1788491912859922689	1788491923762988105	quiescence=reached elapsed_ms=10891 sclk_forced=0
8	C	launch	1788491923767526756	1788491930202745938	-
8	C	request	1788491930202745938	1788491933842688618	-
8	C	teardown	1788491933842688618	1788491934752718592	-
8	C	analysis	1788491934752718592	1788491935000618404	-
8	C	cooldown	1788491935001541169	1788491940392673087	quiescence=reached elapsed_ms=5380 sclk_forced=0
-	-	campaign	1788491410566847107	1788491940486417674	-
