slot	arm	phase	begin_ns	end_ns	note
3	K	cooldown	1788490847069499018	1788490859597414752	quiescence=reached elapsed_ms=12515 sclk_forced=0
4	C	launch	1788490859601914705	1788490866793904663	-
4	C	request	1788490866793904663	1788490873907991265	-
4	C	teardown	1788490873907991265	1788490874909603424	-
4	C	analysis	1788490874909603424	1788490875147547455	-
4	C	cooldown	1788490875148921036	1788490889013137261	quiescence=reached elapsed_ms=13852 sclk_forced=0
5	C	launch	1788490889017548580	1788490896305461702	-
5	C	request	1788490896305461702	1788490903405238313	-
5	C	teardown	1788490903405238313	1788490904418489654	-
5	C	analysis	1788490904418489654	1788490904662873220	-
5	C	cooldown	1788490904664333696	1788490917421492675	quiescence=reached elapsed_ms=12746 sclk_forced=0
6	K	launch	1788490917425951114	1788490924633909805	-
6	K	request	1788490924633909805	1788490931636752030	-
6	K	teardown	1788490931636752030	1788490932523337900	-
6	K	analysis	1788490932523337900	1788490932759006877	-
6	K	cooldown	1788490932760525153	1788490938586625827	quiescence=reached elapsed_ms=5815 sclk_forced=0
7	K	launch	1788490938593076637	1788490945840514247	-
7	K	request	1788490945840514247	1788490952838607645	-
7	K	teardown	1788490952838607645	1788490953698396407	-
7	K	analysis	1788490953698396407	1788490953907703318	-
7	K	cooldown	1788490953909058329	1788490959575979843	quiescence=reached elapsed_ms=5656 sclk_forced=0
8	C	launch	1788490959581806207	1788490966886917657	-
8	C	request	1788490966886917657	1788490973985300808	-
8	C	teardown	1788490973985300808	1788490974786657544	-
8	C	analysis	1788490974786657544	1788490975026176606	-
8	C	cooldown	1788490975027582929	1788490987463493497	quiescence=reached elapsed_ms=12426 sclk_forced=0
-	-	campaign	1788490372768181261	1788490987557587596	-
