# clock=CLOCK_MONOTONIC period_ns=5000000 drm_device=/sys/class/drm/card1/device
monotonic_ns	sclk_mhz	mclk_mhz	fclk_mhz	busy_percent	millidegrees	sample_cost_ns
332949855213918	400	1067	unavailable	0	62000	412716
332949860250599	400	1067	unavailable	0	62000	890735
332949865220134	400	1067	unavailable	0	62000	469493
332949870245113	400	1067	unavailable	0	62000	486475
332949875222633	400	1067	unavailable	0	62000	815894
332949880257370	400	1067	unavailable	0	62000	495763
332949885260879	400	1067	unavailable	0	62000	525599
332949890255672	400	1067	unavailable	0	62000	947101
332949895229354	400	1067	unavailable	0	62000	503166
332949900257640	400	1067	unavailable	0	62000	513175
332949905225812	400	1067	unavailable	0	62000	990843
332949910222358	400	1067	unavailable	0	62000	509598
332949915214545	400	1067	unavailable	0	62000	419850
332949920213716	400	1067	unavailable	0	62000	1005340
332949925212726	400	1067	unavailable	0	62000	484281
332949930208550	400	1067	unavailable	0	62000	436712
332949935261953	400	1067	unavailable	0	62000	1032672
332949940211981	400	1067	unavailable	0	62000	411955
332949945228134	400	1067	unavailable	0	62000	236735
332949950231673	400	1067	unavailable	0	62000	944846
332949955231615	400	1067	unavailable	0	62000	540887
332949960212351	400	1067	unavailable	0	62000	432433
332949965213555	400	1067	unavailable	0	62000	1027432
332949970208969	400	1067	unavailable	0	62000	587815
332949975320330	400	1067	unavailable	0	62000	400193
332949980198864	400	1067	unavailable	0	62000	237477
332949985232209	400	1067	unavailable	0	62000	596933
332949990233333	400	1067	unavailable	0	62000	428716
332949995234097	400	1067	unavailable	0	62000	1021501
332950000232266	400	1067	unavailable	0	62000	623492
332950005206029	400	1067	unavailable	0	62000	433204
332950010233372	400	1067	unavailable	0	62000	903158
332950015231912	400	1067	unavailable	0	62000	651064
332950020232365	400	1067	unavailable	0	62000	430449
332950025208011	400	1067	unavailable	0	62000	953663
332950030232219	400	1067	unavailable	0	63000	681331
332950035232040	400	1067	unavailable	0	63000	428857
332950040232243	400	1067	unavailable	0	63000	961929
332950045232526	400	1067	unavailable	0	63000	705947
332950050232237	400	1067	unavailable	0	63000	429879
332950055231278	400	1067	unavailable	0	63000	992476
332950060232132	400	1067	unavailable	0	63000	738148
332950065234318	400	1067	unavailable	0	63000	431712
332950070214112	400	1067	unavailable	0	63000	434547
332950076052170	400	1067	unavailable	0	63000	496494
332950080206913	400	1067	unavailable	1	63000	351942
332950085211103	400	1067	unavailable	3	63000	302158
332950090206096	400	1067	unavailable	4	63000	901725
332950095210687	400	1067	unavailable	6	63000	322266
332950100223753	400	1067	unavailable	8	63000	1143631
332950105212524	400	1067	unavailable	9	63000	870377
332950110335999	400	1067	unavailable	11	63000	324019
332950115205115	400	1067	unavailable	11	63000	265208
332950120210026	400	1067	unavailable	13	63000	835892
332950125203686	400	1067	unavailable	13	63000	402317
332950130209730	400	1067	unavailable	15	63000	314632
332950135750649	400	1067	unavailable	16	63000	343346
332950140201769	400	1067	unavailable	17	63000	358765
332950145209376	400	1067	unavailable	18	63000	308029
332950150206002	400	1067	unavailable	19	63000	970855
332950155209470	400	1067	unavailable	20	63000	384323
332950161350608	400	1067	unavailable	21	63000	315634
332950165202792	400	1067	unavailable	21	63000	942472
332950170639415	400	1067	unavailable	22	62000	309432
332950175207986	400	1067	unavailable	22	62000	283283
332950180214461	400	1067	unavailable	23	62000	1221537
332950185201418	400	1067	unavailable	23	62000	490883
332950190209516	400	1067	unavailable	24	62000	311986
332950195205060	400	1067	unavailable	25	62000	990512
332950200214640	400	1067	unavailable	25	62000	482557
332950205212017	400	1067	unavailable	26	62000	318188
332950210205126	400	1067	unavailable	26	62000	979833
332950215343739	400	1067	unavailable	27	62000	368333
332950220233734	400	1067	unavailable	27	62000	261712
332950225210413	400	1067	unavailable	28	62000	953783
332950230205145	400	1067	unavailable	28	62000	607883
332950235283505	400	1067	unavailable	28	62000	314671
332950240317821	400	1067	unavailable	29	62000	916995
332950245208909	400	1067	unavailable	29	62000	615216
332950250268423	400	1067	unavailable	30	62000	310684
332950255217138	400	1067	unavailable	30	62000	959645
332950260208715	400	1067	unavailable	30	62000	626929
332950265213155	400	1067	unavailable	31	62000	312899
332950270206104	400	1067	unavailable	31	62000	265429
332950275441529	400	1067	unavailable	31	62000	384934
332950280329851	400	1067	unavailable	31	62000	258627
332950285209026	400	1067	unavailable	32	62000	315433
332950290833112	400	1067	unavailable	32	62000	343837
332950295386074	400	1067	unavailable	32	62000	263665
332950300211778	400	1067	unavailable	33	62000	1098746
332950305201270	400	1067	unavailable	32	62000	720615
332950310398493	400	1067	unavailable	33	62000	310134
332950315351968	400	1067	unavailable	33	62000	946300
332950320207919	400	1067	unavailable	33	62000	732909
332950325418588	400	1067	unavailable	34	62000	309632
332950330206080	400	1067	unavailable	33	62000	266692
332950335652813	400	1067	unavailable	34	62000	312297
332950340201646	400	1067	unavailable	33	62000	283023
332950345211016	400	1067	unavailable	34	62000	308260
332950350204546	400	1067	unavailable	33	62000	860228
332950355210580	400	1067	unavailable	34	62000	311806
332950361519824	400	1067	unavailable	34	62000	315102
332950365203661	400	1067	unavailable	34	62000	831955
332950371049243	400	1067	unavailable	33	62000	982979
332950375217872	400	1067	unavailable	32	62000	429498
332950380209949	400	1067	unavailable	33	62000	938435
332950385211705	400	1067	unavailable	34	62000	334499
332950390206477	400	1067	unavailable	33	62000	272473
332950395211108	400	1067	unavailable	34	62000	848796
332950400204408	400	1067	unavailable	33	62000	469703
332950405211774	400	1067	unavailable	34	62000	308249
332950410211485	400	1067	unavailable	34	62000	1265360
332950415201920	400	1067	unavailable	34	62000	486444
332950420210648	400	1067	unavailable	34	62000	307579
332950425937076	400	1067	unavailable	35	62000	336423
332950430199141	400	1067	unavailable	34	62000	440869
332950435359264	400	1067	unavailable	34	62000	302088
332950440211649	400	1067	unavailable	34	62000	964503
332950445201091	400	1067	unavailable	34	62000	388541
332950450209840	400	1067	unavailable	34	62000	309201
332950455819438	400	1067	unavailable	34	62000	371649
332950460204674	400	1067	unavailable	34	62000	521020
332950465211169	400	1067	unavailable	35	62000	313509
332950470207775	400	1067	unavailable	34	62000	941009
332950475211293	400	1067	unavailable	35	62000	487908
332950480310352	400	1067	unavailable	34	62000	330632
332950485203583	400	1067	unavailable	34	62000	951950
332950490213244	400	1067	unavailable	34	62000	549273
332950495212945	400	1067	unavailable	35	62000	310113
332950500207457	400	1067	unavailable	34	62000	966377
332950505209473	400	1067	unavailable	35	62000	538483
332950510665583	400	1067	unavailable	34	62000	290897
332950515209858	400	1067	unavailable	34	62000	890895
332950520204931	400	1067	unavailable	34	62000	674178
332950525261259	400	1067	unavailable	34	62000	292981
332950530207851	400	1067	unavailable	34	62000	987808
332950535209957	400	1067	unavailable	34	62000	599337
332950540212504	400	1067	unavailable	34	62000	260199
332950545208679	400	1067	unavailable	34	62000	305294
332950550209352	400	1067	unavailable	34	62000	615127
332950555272353	400	1067	unavailable	34	62000	300966
332950560276513	400	1067	unavailable	34	62000	274767
332950565210982	400	1067	unavailable	34	62000	706479
332950570212106	400	1067	unavailable	35	62000	309362
332950575204374	400	1067	unavailable	34	62000	254148
332950580525820	400	1067	unavailable	35	62000	385425
332950585201052	400	1067	unavailable	34	62000	252094
332950590202557	400	1067	unavailable	34	62000	344938
332950595209893	400	1067	unavailable	34	62000	761842
332950600213161	400	1067	unavailable	35	62000	314832
332950605204827	400	1067	unavailable	34	62000	256353
332950610211091	400	1067	unavailable	35	62000	735794
332950615207377	400	1067	unavailable	34	62000	302028
332950621339728	400	1067	unavailable	34	62000	316385
332950625199546	400	1067	unavailable	34	62000	830251
332950630199258	400	1067	unavailable	34	62000	333908
332950635218085	400	1067	unavailable	33	62000	331273
332950640211074	400	1067	unavailable	33	62000	848095
332950645270839	400	1067	unavailable	34	62000	313038
332950650206961	400	1067	unavailable	34	62000	261271
332950655210770	400	1067	unavailable	34	62000	833357
332950660205142	400	1067	unavailable	34	62000	378121
332950665438052	400	1067	unavailable	34	62000	951780
332950670202611	400	1067	unavailable	34	62000	851982
332950675199798	400	1067	unavailable	33	62000	355188
332950680207334	400	1067	unavailable	33	62000	283063
332950685216103	400	1067	unavailable	33	62000	891486
332950690206146	400	1067	unavailable	33	62000	391657
332950695212090	400	1067	unavailable	33	62000	314661
332950700203115	400	1067	unavailable	33	62000	926843
332950705240497	400	1067	unavailable	33	62000	418998
332950710202408	400	1067	unavailable	33	62000	230954
332950715204374	400	1067	unavailable	32	62000	965696
332950720249200	400	1067	unavailable	33	62000	425180
332950725215890	400	1067	unavailable	33	62000	259728
332950730209370	400	1067	unavailable	33	62000	1010961
332950735207558	400	1067	unavailable	33	62000	585411
332950740237507	400	1067	unavailable	33	62000	312417
332950745201451	400	1067	unavailable	33	62000	842304
332950750209348	400	1067	unavailable	33	62000	525358
332950755275464	400	1067	unavailable	33	62000	347414
332950760213129	400	1067	unavailable	33	62000	987357
332950765804964	400	1067	unavailable	34	62000	325202
332950770202624	400	1067	unavailable	33	62000	230944
332950776219478	400	1067	unavailable	34	62000	311716
332950780199963	400	1067	unavailable	33	62000	623813
332950785198783	400	1067	unavailable	33	62000	245121
332950790210327	400	1067	unavailable	33	62000	955447
332950795598118	400	1067	unavailable	34	62000	311025
332950800326930	400	1067	unavailable	34	62000	289304
332950805207558	400	1067	unavailable	34	62000	1135736
332950810207731	400	1067	unavailable	33	61000	614185
332950815207112	400	1067	unavailable	33	61000	333968
332950820203106	400	1067	unavailable	34	61000	266942
332950825201976	400	1067	unavailable	33	61000	648850
332950830431971	400	1067	unavailable	32	61000	277502
332950835344659	400	1067	unavailable	33	61000	955517
332950840211160	400	1067	unavailable	33	61000	732337
332950845215039	400	1067	unavailable	33	61000	313430
332950850202829	400	1067	unavailable	33	61000	234671
332950855589187	400	1067	unavailable	33	61000	322897
332950860201170	400	1067	unavailable	33	61000	241103
332950865207303	400	1067	unavailable	32	61000	298452
332950870209199	400	1067	unavailable	33	61000	742206
332950875207077	400	1067	unavailable	33	61000	358304
332950880210977	400	1067	unavailable	33	61000	318569
332950885204757	400	1067	unavailable	33	61000	885636
332950890209969	400	1067	unavailable	33	61000	320573
332950895207537	400	1067	unavailable	33	61000	311215
332950900210604	400	1067	unavailable	33	61000	800856
332950905205547	400	1067	unavailable	33	61000	383652
332950910210118	400	1067	unavailable	33	61000	313489
332950915706403	400	1067	unavailable	34	61000	344558
332950920200604	400	1067	unavailable	33	61000	346662
332950925209062	400	1067	unavailable	33	61000	305595
332950930211279	400	1067	unavailable	33	61000	904931
332950935200100	400	1067	unavailable	33	61000	403839
332950940422901	400	1067	unavailable	33	61000	288983
332950945205775	400	1067	unavailable	32	61000	970615
332950950214052	400	1067	unavailable	33	61000	408288
332950955211830	400	1067	unavailable	33	61000	318369
332950960203607	400	1067	unavailable	33	61000	930289
332950965210502	400	1067	unavailable	33	61000	422745
332950970295354	400	1067	unavailable	33	61000	332074
332950975207821	400	1067	unavailable	33	61000	1476356
332950980203345	400	1067	unavailable	33	61000	489721
332950985211122	400	1067	unavailable	33	61000	313319
332950991155430	400	1067	unavailable	34	61000	317006
332950995204664	400	1067	unavailable	34	61000	530548
332951000213443	400	1067	unavailable	34	61000	318318
332951005203205	400	1067	unavailable	34	61000	892970
332951010509764	400	1067	unavailable	34	61000	314742
332951015249717	400	1067	unavailable	34	61000	295666
332951020209884	400	1067	unavailable	34	61000	983159
332951025209516	400	1067	unavailable	34	61000	503577
332951030291452	400	1067	unavailable	34	61000	305104
332951035200944	400	1067	unavailable	34	61000	218791
332951040208200	400	1067	unavailable	34	61000	559502
332951045332055	400	1067	unavailable	34	61000	292881
332951050208435	400	1067	unavailable	34	61000	936761
332951055204389	400	1067	unavailable	34	61000	644322
332951060291074	400	1067	unavailable	34	61000	300345
332951065207529	400	1067	unavailable	34	61000	284676
332951070702642	400	1067	unavailable	34	61000	320834
332951075211731	400	1067	unavailable	34	61000	217710
332951080198308	400	1067	unavailable	33	61000	216778
332951085201396	400	1067	unavailable	33	61000	710967
332951090211818	400	1067	unavailable	33	61000	313259
332951095206460	400	1067	unavailable	33	61000	267794
332951100214728	400	1067	unavailable	33	61000	677604
332951105207126	400	1067	unavailable	33	61000	328107
332951110209622	400	1067	unavailable	33	61000	307619
332951115204595	400	1067	unavailable	33	61000	755691
332951120206932	400	1067	unavailable	33	61000	285416
332951125203527	400	1067	unavailable	33	61000	254519
332951130202287	400	1067	unavailable	32	61000	727749
332951135207840	400	1067	unavailable	32	61000	305725
332951140210677	400	1067	unavailable	33	61000	310644
332951145203756	400	1067	unavailable	32	61000	848766
332951150208197	400	1067	unavailable	33	61000	332345
332951155210143	400	1067	unavailable	32	61000	296998
332951160210766	400	1067	unavailable	33	61000	826164
332951165205649	400	1067	unavailable	32	61000	354476
332951170210480	400	1067	unavailable	33	61000	328948
332951175205893	400	1067	unavailable	32	61000	889242
332951180210073	400	1067	unavailable	33	61000	345750
332951185206659	400	1067	unavailable	33	61000	278153
332951191028266	400	1067	unavailable	33	61000	313009
332951195200151	400	1067	unavailable	33	61000	415902
332951200202187	400	1067	unavailable	33	61000	303451
332951205210525	400	1067	unavailable	33	61000	930610
332951210380857	400	1067	unavailable	33	61000	311045
332951215207403	400	1067	unavailable	33	61000	289635
332951220210992	400	1067	unavailable	33	61000	995652
332951225200424	400	1067	unavailable	33	61000	481836
332951230212329	400	1067	unavailable	34	61000	313459
332951235203174	400	1067	unavailable	33	61000	940679
332951240205600	400	1067	unavailable	33	61000	411625
332951245209971	400	1067	unavailable	33	61000	306256
332951251249067	400	1067	unavailable	34	61000	311977
332951255202351	400	1067	unavailable	33	61000	519286
332951260209857	400	1067	unavailable	34	61000	317928
332951265203678	400	1067	unavailable	33	61000	915130
332951270609082	400	1067	unavailable	34	61000	312317
332951275247524	400	1067	unavailable	33	61000	262644
332951280301428	400	1067	unavailable	33	61000	835060
332951285213014	400	1067	unavailable	33	61000	527612
332951290206013	400	1067	unavailable	33	61000	301607
332951295210393	400	1067	unavailable	33	61000	961027
332951300573768	400	1067	unavailable	34	61000	313019
332951305200909	400	1067	unavailable	33	61000	219894
332951310217914	400	1067	unavailable	34	61000	977989
332951315208839	400	1067	unavailable	33	61000	634032
332951320398858	400	1067	unavailable	33	61000	276951
332951325210426	400	1067	unavailable	33	61000	958803
332951330203455	400	1067	unavailable	33	61000	671663
332951335315027	400	1067	unavailable	34	61000	315814
332951340204912	400	1067	unavailable	33	61000	259267
332951345213210	400	1067	unavailable	33	61000	715635
332951350213162	400	1067	unavailable	31	61000	336523
332951355210058	400	1067	unavailable	30	61000	283513
332951360202496	400	1067	unavailable	28	61000	613454
332951366018623	400	1067	unavailable	26	61000	805935
332951370199004	400	1067	unavailable	26	61000	206007
332951375209145	400	1067	unavailable	24	61000	674147
332951380210790	400	1067	unavailable	23	61000	296187
332951385210251	400	1067	unavailable	22	61000	297991
332951390204232	400	1067	unavailable	21	61000	659580
332951395210636	400	1067	unavailable	20	61000	311466
332951401889676	400	1067	unavailable	19	61000	1413047
332951405203878	400	1067	unavailable	18	61000	722378
332951410202648	400	1067	unavailable	18	61000	251983
332951415198943	400	1067	unavailable	22	61000	210696
332951420206419	420	1067	unavailable	27	61000	971797
332951425199458	428	1067	unavailable	29	61000	278674
332951430198528	442	1067	unavailable	32	61000	232778
332951435200755	461	1067	unavailable	36	61000	843837
332951440199655	469	1067	unavailable	38	61000	516842
332951445204596	484	1067	unavailable	40	61000	364175
332951450211622	500	1067	unavailable	43	61000	1220485
332951455208087	492	1067	unavailable	43	61000	529907
332951460212738	500	1067	unavailable	45	61000	412936
332951465944406	516	1067	unavailable	47	61000	445017
332951470208304	525	1067	unavailable	50	61000	618012
332951475209568	541	1067	unavailable	52	61000	395113
332951480205303	554	1067	unavailable	54	61000	1214964
332951485203582	563	1067	unavailable	56	61000	493718
332951490205417	572	1067	unavailable	56	61000	430870
332951495211370	600	1067	unavailable	59	61000	1116470
332951500206604	600	1067	unavailable	60	61000	650012
332951505210814	620	1067	unavailable	61	61000	398309
332951510205115	630	1067	unavailable	63	61000	1014237
332951515209666	640	1067	unavailable	64	61000	739520
332951520204328	650	1067	unavailable	65	61000	370296
332951525207757	666	1067	unavailable	67	61000	1003387
332951530213550	688	1067	unavailable	67	61000	721516
332951535199646	700	1067	unavailable	69	61000	256081
332951540200038	711	1067	unavailable	70	61000	913488
332951545197035	722	1067	unavailable	71	61000	505971
332951550199622	733	1067	unavailable	71	61000	286639
332951555203581	744	1067	unavailable	73	61000	1046689
332951560199536	750	1067	unavailable	73	61000	543211
332951565211210	775	1067	unavailable	74	61000	414529
332951570206653	775	1067	unavailable	74	61000	1067899
332951575205333	787	1067	unavailable	74	61000	716367
332951580206487	800	1067	unavailable	75	61000	388050
332951585203424	812	1067	unavailable	76	61000	971587
332951590210008	825	1067	unavailable	76	60000	769968
332951595202887	837	1067	unavailable	77	60000	359776
332951600206746	825	1067	unavailable	74	60000	1059272
332951605208111	800	1067	unavailable	72	60000	728900
332951610207662	762	1067	unavailable	69	60000	383691
332951615206933	733	1067	unavailable	66	60000	1225755
332951620210251	700	1067	unavailable	64	60000	941731
332951625345277	677	1067	unavailable	64	60000	395454
332951630208001	666	1067	unavailable	64	60000	395353
332951635206290	650	1067	unavailable	62	60000	884052
332951640207224	620	1067	unavailable	60	60000	443363
332951645206625	600	1067	unavailable	59	60000	373632
332951650207248	554	1067	unavailable	56	60000	875707
332951655208743	533	1067	unavailable	55	60000	393099
332951660206721	508	1067	unavailable	54	60000	388521
332951665206313	476	1067	unavailable	52	60000	1030457
332951670205684	450	1067	unavailable	51	60000	440027
332951675207208	435	1067	unavailable	52	60000	388261
332951680206249	420	1067	unavailable	52	60000	1058540
332951685207694	413	1067	unavailable	52	60000	568509
332951690206684	406	1067	unavailable	52	60000	389532
332951695209020	400	1067	unavailable	51	60000	1026350
332951700206878	400	1067	unavailable	50	60000	511222
332951705207081	400	1067	unavailable	49	60000	404901
332951710218534	400	1067	unavailable	47	60000	1016522
332951715200653	400	1067	unavailable	47	60000	482788
332951720199853	400	1067	unavailable	46	60000	258697
332951725199284	400	1067	unavailable	45	60000	925731
332951730199487	400	1067	unavailable	44	60000	457981
332951735200992	400	1067	unavailable	46	60000	253837
332951740199992	400	1067	unavailable	47	60000	889413
332951745199954	400	1067	unavailable	47	60000	420070
332951750199465	400	1067	unavailable	47	60000	255421
332951755199057	400	1067	unavailable	46	60000	859766
332951760201283	400	1067	unavailable	45	60000	441190
332951765201395	400	1067	unavailable	44	60000	262073
332951770201858	400	1067	unavailable	43	60000	937082
332951775206178	400	1067	unavailable	43	60000	456749
332951780221209	400	1067	unavailable	42	60000	234711
332951785199420	400	1067	unavailable	42	60000	828598
332951790199141	400	1067	unavailable	43	60000	683436
332951795257082	400	1067	unavailable	44	60000	266762
332951800200759	400	1067	unavailable	44	60000	994760
332951805206021	400	1067	unavailable	45	60000	654971
332951810208147	400	1067	unavailable	44	60000	277942
332951815202258	400	1067	unavailable	43	60000	955356
332951820201098	400	1067	unavailable	42	60000	621378
332951825355280	400	1067	unavailable	41	60000	265820
332951830200381	400	1067	unavailable	40	60000	232697
332951835199301	400	1067	unavailable	40	60000	541708
332951840199633	400	1067	unavailable	41	60000	255270
332951845200818	400	1067	unavailable	42	60000	265439
332951850199257	400	1067	unavailable	43	60000	659810
332951855202285	400	1067	unavailable	42	60000	275748
332951860196967	400	1067	unavailable	45	60000	234821
332951865208351	420	1067	unavailable	48	60000	760870
332951870210036	442	1067	unavailable	50	60000	429567
332951875210318	461	1067	unavailable	53	60000	1037581
332951880210911	484	1067	unavailable	55	60000	818580
332951885211144	500	1067	unavailable	57	60000	410091
332951890201568	516	1067	unavailable	59	60000	380525
332951895206439	545	1067	unavailable	62	60000	912045
332951900202033	563	1067	unavailable	63	60000	384383
332951905206644	581	1067	unavailable	65	60000	379704
332951910208028	590	1067	unavailable	65	60000	980324
332951915205856	400	1067	unavailable	62	60000	384243
332951920208213	525	1067	unavailable	60	60000	453503
332951925200671	400	1067	unavailable	56	60000	728149
332951930203248	442	1067	unavailable	55	60000	368423
332951935203911	442	1067	unavailable	57	60000	354407
332951940202911	450	1067	unavailable	59	60000	877030
332951945208294	469	1067	unavailable	60	60000	447832
332951950206923	484	1067	unavailable	62	60000	349066
332951955204821	492	1067	unavailable	63	60000	908028
332951960203451	508	1067	unavailable	65	60000	393510
332951965201439	525	1067	unavailable	66	60000	360258
332951970202984	541	1067	unavailable	67	60000	1146025
332951975211923	554	1067	unavailable	69	60000	577616
332951980203359	563	1067	unavailable	69	60000	364846
332951985207519	581	1067	unavailable	71	60000	959344
332951990203504	590	1067	unavailable	71	60000	452340
332951995208645	600	1067	unavailable	72	60000	347604
332952000203628	620	1067	unavailable	73	60000	994580
332952005209020	630	1067	unavailable	74	60000	471998
332952010203071	640	1067	unavailable	74	60000	365587
332952015208233	650	1067	unavailable	76	60000	1021631
332952020203436	666	1067	unavailable	76	60000	508977
332952025205682	677	1067	unavailable	77	60000	352744
332952030204101	688	1067	unavailable	77	60000	959184
332952035200907	711	1067	unavailable	78	60000	639463
332952040206630	711	1067	unavailable	78	60000	364576
332952045207905	733	1067	unavailable	79	60000	991354
332952050204410	744	1067	unavailable	79	60000	571024
332952055207157	762	1067	unavailable	80	60000	348977
332952060203603	762	1067	unavailable	80	60000	983399
332952065214736	787	1067	unavailable	81	60000	661454
332952070203457	787	1067	unavailable	81	60000	374624
332952075206284	800	1067	unavailable	81	60000	911174
332952080207589	812	1067	unavailable	81	60000	654050
332952085201349	825	1067	unavailable	81	60000	357282
332952090204928	837	1067	unavailable	81	60000	937743
332952095203858	850	1067	unavailable	82	60000	679778
332952100204882	857	1067	unavailable	82	60000	380215
332952105206638	857	1067	unavailable	80	60000	1030708
332952110204025	837	1067	unavailable	77	60000	681912
332952115204929	800	1067	unavailable	74	60000	373091
332952120206133	775	1067	unavailable	71	60000	1106370
332952125206726	733	1067	unavailable	69	60000	835752
332952130204634	711	1067	unavailable	68	60000	372180
332952135208544	700	1067	unavailable	67	60000	371148
332952140202895	677	1067	unavailable	66	60000	737868
332952145207606	659	1067	unavailable	64	60000	379945
332952150215854	630	1067	unavailable	62	60000	401505
332952155205486	590	1067	unavailable	60	60000	945258
332952160206450	563	1067	unavailable	58	60000	399552
332952165206112	533	1067	unavailable	57	60000	379073
332952170205092	500	1067	unavailable	55	60000	830862
332952175204944	476	1067	unavailable	54	60000	404340
332952180203633	461	1067	unavailable	54	60000	382389
332952185203736	450	1067	unavailable	54	60000	1018425
332952190206593	442	1067	unavailable	54	60000	433585
332952195204341	428	1067	unavailable	54	60000	379413
332952200205896	406	1067	unavailable	53	60000	973601
332952205210136	400	1067	unavailable	51	60000	468231
332952210205449	400	1067	unavailable	50	60000	362712
