slot	arm	phase	begin_ns	end_ns	note
20	I0	cooldown	1788384974294555540	1788384992773449005	quiescence=reached elapsed_ms=18465 sclk_forced=1
21	I0	launch	1788384992779184304	1788385002630205897	-
21	I0	request	1788385002630205897	1788385009955404592	-
21	I0	teardown	1788385009955404592	1788385010789292183	-
21	I0	analysis	1788385010789292183	1788385010930783340	-
21	I0	cooldown	1788385010931575681	1788385021685105769	quiescence=reached elapsed_ms=10743 sclk_forced=1
22	I1	launch	1788385021690001263	1788385031809054135	-
22	I1	request	1788385031809054135	1788385039247285641	-
22	I1	teardown	1788385039247285641	1788385040223304674	-
22	I1	analysis	1788385040223304674	1788385041627941023	-
22	I1	cooldown	1788385041629622288	1788385055551372374	quiescence=reached elapsed_ms=13911 sclk_forced=1
23	I1	launch	1788385055556743128	1788385064722530046	-
23	I1	request	1788385064722530046	1788385071857099949	-
23	I1	teardown	1788385071857099949	1788385072763622467	-
23	I1	analysis	1788385072763622467	1788385074111079940	-
23	I1	cooldown	1788385074112032732	1788385083257197227	quiescence=reached elapsed_ms=9136 sclk_forced=1
24	I0	launch	1788385083261834472	1788385091354082789	-
24	I0	request	1788385091354082789	1788385098421098802	-
24	I0	teardown	1788385098421098802	1788385099352397572	-
24	I0	analysis	1788385099352397572	1788385099502826714	-
24	I0	cooldown	1788385099503735705	1788385129571949784	quiescence=timeout elapsed_ms=30059 sclk_forced=1
25	S	launch	1788385129576623163	1788385138354511416	-
25	S	request	1788385138354511416	1788385158167948829	-
25	S	teardown	1788385158167948829	1788385159108487186	-
25	S	analysis	1788385159108487186	1788385159332175479	-
25	S	cooldown	1788385159333265940	1788385175602618596	quiescence=reached elapsed_ms=16256 sclk_forced=1
-	-	campaign	1788384264168110100	1788385176923791180	-
