block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	710	713	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
36	715	778	s_branch	64	15	0	0	49	0	5	0	0	-	-
37	780	780	-	1	0	0	0	1	0	0	0	0	-	-
38	782	798	-	17	14	0	0	3	0	5	0	0	-	-
39	800	801	-	2	1	0	0	1	0	1	0	0	-	-
40	803	804	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	806	841	s_cbranch_scc0	36	20	4	0	7	5	5	4	1	3,2,1,0	0
42	843	939	s_cbranch_scc0	97	80	5	0	6	6	17	5	1	4,3,2,1,0	0
43	941	1032	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
44	1034	1125	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
45	1127	1216	-	90	76	5	0	4	5	17	5	0	4,3,2,1,0	-
46	1218	1219	s_branch	2	1	0	0	1	0	1	0	0	-	-
47	1221	1224	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
48	1226	1243	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
49	1245	1262	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
50	1264	1281	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
51	1283	1299	-	17	9	0	0	8	0	8	0	0	-	-
52	1301	1301	-	1	1	0	0	0	0	1	0	0	-	-
53	1303	1303	-	1	1	0	0	0	0	1	0	0	-	-
54	1305	1305	-	1	1	0	0	0	0	1	0	0	-	-
55	1307	1309	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
56	1311	1312	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
57	1314	1325	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
58	1327	1327	-	1	0	0	0	1	0	0	0	0	-	-
59	1329	1330	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
60	1332	1343	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
61	1345	1345	-	1	0	0	0	1	0	0	0	0	-	-
62	1347	1356	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
63	1358	1359	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1361	1368	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
65	1370	1370	-	1	0	0	0	1	0	0	0	0	-	-
66	1372	1373	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1375	1382	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
68	1384	1384	-	1	0	0	0	1	0	0	0	0	-	-
69	1386	1389	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
70	1391	1392	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1394	1401	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1403	1403	-	1	0	0	0	1	0	0	0	0	-	-
73	1405	1406	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1408	1415	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1417	1417	-	1	0	0	0	1	0	0	0	0	-	-
76	1419	1422	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1424	1425	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1427	1432	-	6	1	0	0	3	2	1	0	1	-	0,0
79	1434	1435	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
80	1437	1442	-	6	1	0	0	3	2	1	0	1	-	0,0
81	1444	1445	-	2	0	1	0	1	0	0	0	0	-	-
82	1447	1447	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
