block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
31	1957	1958	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
32	1960	1967	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
33	1969	1969	-	1	0	0	0	1	0	0	0	0	-	-
34	1971	1974	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
35	1976	1984	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
36	1986	1987	-	2	1	0	0	1	0	1	0	0	-	-
37	1989	1990	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
38	1992	1999	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
39	2001	2001	-	1	0	0	0	1	0	0	0	0	-	-
40	2003	2006	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
41	2008	2016	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
42	2018	2019	-	2	1	0	0	1	0	1	0	0	-	-
43	2021	2022	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
44	2024	2031	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
45	2033	2033	-	1	0	0	0	1	0	0	0	0	-	-
46	2035	2038	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
47	2040	2048	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
48	2050	2051	-	2	1	0	0	1	0	1	0	0	-	-
49	2053	2054	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
50	2056	2063	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
51	2065	2065	-	1	0	0	0	1	0	0	0	0	-	-
52	2067	2070	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
53	2072	2080	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
54	2082	2083	-	2	1	0	0	1	0	1	0	0	-	-
55	2085	2086	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
56	2088	2095	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
57	2097	2097	-	1	0	0	0	1	0	0	0	0	-	-
58	2099	2102	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
59	2104	2112	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
60	2114	2115	-	2	1	0	0	1	0	1	0	0	-	-
61	2117	2118	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
62	2120	2127	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
63	2129	2129	-	1	0	0	0	1	0	0	0	0	-	-
64	2131	2134	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
65	2136	2144	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
66	2146	2147	-	2	1	0	0	1	0	1	0	0	-	-
67	2149	2150	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
68	2152	2159	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
69	2161	2161	-	1	0	0	0	1	0	0	0	0	-	-
70	2163	2166	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
71	2168	2176	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
72	2178	2179	-	2	1	0	0	1	0	1	0	0	-	-
73	2181	2182	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	2184	2191	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	2193	2193	-	1	0	0	0	1	0	0	0	0	-	-
76	2195	2198	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	2200	2208	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
78	2210	2211	-	2	1	0	0	1	0	1	0	0	-	-
79	2213	2214	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
80	2216	2223	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
81	2225	2225	-	1	0	0	0	1	0	0	0	0	-	-
82	2227	2230	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
83	2232	2240	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
84	2242	2243	-	2	1	0	0	1	0	1	0	0	-	-
85	2245	2246	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
86	2248	2255	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
87	2257	2257	-	1	0	0	0	1	0	0	0	0	-	-
88	2259	2262	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
89	2264	2272	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
90	2274	2275	-	2	1	0	0	1	0	1	0	0	-	-
91	2277	2278	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
92	2280	2287	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
93	2289	2289	-	1	0	0	0	1	0	0	0	0	-	-
94	2291	2294	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
95	2296	2304	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
96	2306	2307	-	2	1	0	0	1	0	1	0	0	-	-
97	2309	2310	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
98	2312	2319	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
99	2321	2321	-	1	0	0	0	1	0	0	0	0	-	-
100	2323	2326	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
101	2328	2335	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
102	2337	2337	-	1	1	0	0	0	0	1	0	0	-	-
103	2339	2340	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
104	2342	2347	-	6	1	0	0	3	2	1	0	1	-	0,0
105	2349	2351	s_branch	3	0	1	0	2	0	0	0	0	-	-
106	2353	2354	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
107	2356	2359	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
108	2361	2424	s_branch	64	15	0	0	49	0	5	0	0	-	-
109	2426	2426	-	1	0	0	0	1	0	0	0	0	-	-
110	2428	2456	-	29	26	0	0	3	0	5	0	0	-	-
111	2458	2459	-	2	1	0	0	1	0	1	0	0	-	-
112	2461	2462	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
113	2464	2499	s_cbranch_scc0	36	20	4	0	7	5	5	4	1	3,2,1,0	0
114	2501	2597	s_cbranch_scc0	97	80	5	0	6	6	17	5	1	4,3,2,1,0	0
115	2599	2690	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
116	2692	2783	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
117	2785	2876	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
118	2878	2969	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
119	2971	3062	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
120	3064	3155	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
121	3157	3248	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
122	3250	3341	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
123	3343	3434	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
124	3436	3527	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
125	3529	3620	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
126	3622	3713	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
127	3715	3806	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
128	3808	3899	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
129	3901	3990	-	90	76	5	0	4	5	17	5	0	4,3,2,1,0	-
130	3992	3993	s_branch	2	1	0	0	1	0	1	0	0	-	-
131	3995	3998	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
132	4000	4017	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
133	4019	4036	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
134	4038	4055	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
135	4057	4074	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
136	4076	4093	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
137	4095	4112	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
138	4114	4131	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
139	4133	4150	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
140	4152	4169	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
141	4171	4188	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
142	4190	4207	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
143	4209	4226	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
144	4228	4245	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
145	4247	4264	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
146	4266	4283	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
147	4285	4301	-	17	9	0	0	8	0	8	0	0	-	-
148	4303	4303	-	1	1	0	0	0	0	1	0	0	-	-
149	4305	4305	-	1	1	0	0	0	0	1	0	0	-	-
150	4307	4307	-	1	1	0	0	0	0	1	0	0	-	-
151	4309	4309	-	1	1	0	0	0	0	1	0	0	-	-
152	4311	4311	-	1	1	0	0	0	0	1	0	0	-	-
153	4313	4313	-	1	1	0	0	0	0	1	0	0	-	-
154	4315	4315	-	1	1	0	0	0	0	1	0	0	-	-
155	4317	4317	-	1	1	0	0	0	0	1	0	0	-	-
156	4319	4319	-	1	1	0	0	0	0	1	0	0	-	-
157	4321	4321	-	1	1	0	0	0	0	1	0	0	-	-
158	4323	4323	-	1	1	0	0	0	0	1	0	0	-	-
159	4325	4325	-	1	1	0	0	0	0	1	0	0	-	-
160	4327	4327	-	1	1	0	0	0	0	1	0	0	-	-
161	4329	4329	-	1	1	0	0	0	0	1	0	0	-	-
162	4331	4331	-	1	1	0	0	0	0	1	0	0	-	-
163	4333	4335	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
164	4337	4338	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
165	4340	4351	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
166	4353	4353	-	1	0	0	0	1	0	0	0	0	-	-
167	4355	4356	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
168	4358	4369	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
169	4371	4371	-	1	0	0	0	1	0	0	0	0	-	-
170	4373	4382	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
171	4384	4385	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
172	4387	4394	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
173	4396	4396	-	1	0	0	0	1	0	0	0	0	-	-
174	4398	4399	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
175	4401	4408	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
176	4410	4410	-	1	0	0	0	1	0	0	0	0	-	-
177	4412	4415	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
178	4417	4418	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
179	4420	4427	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
180	4429	4429	-	1	0	0	0	1	0	0	0	0	-	-
181	4431	4432	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
182	4434	4441	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
183	4443	4443	-	1	0	0	0	1	0	0	0	0	-	-
184	4445	4448	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
185	4450	4451	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
186	4453	4460	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
187	4462	4462	-	1	0	0	0	1	0	0	0	0	-	-
188	4464	4465	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
189	4467	4474	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
190	4476	4476	-	1	0	0	0	1	0	0	0	0	-	-
191	4478	4481	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
192	4483	4484	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
193	4486	4493	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
194	4495	4495	-	1	0	0	0	1	0	0	0	0	-	-
195	4497	4498	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
196	4500	4507	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
197	4509	4509	-	1	0	0	0	1	0	0	0	0	-	-
198	4511	4514	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
199	4516	4517	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
200	4519	4526	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
201	4528	4528	-	1	0	0	0	1	0	0	0	0	-	-
202	4530	4531	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
203	4533	4540	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
204	4542	4542	-	1	0	0	0	1	0	0	0	0	-	-
205	4544	4547	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
206	4549	4550	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
207	4552	4559	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
208	4561	4561	-	1	0	0	0	1	0	0	0	0	-	-
209	4563	4564	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
210	4566	4573	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
211	4575	4575	-	1	0	0	0	1	0	0	0	0	-	-
212	4577	4580	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
213	4582	4583	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
214	4585	4592	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
215	4594	4594	-	1	0	0	0	1	0	0	0	0	-	-
216	4596	4597	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
217	4599	4606	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
218	4608	4608	-	1	0	0	0	1	0	0	0	0	-	-
219	4610	4613	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
220	4615	4616	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
221	4618	4625	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
222	4627	4627	-	1	0	0	0	1	0	0	0	0	-	-
223	4629	4630	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
224	4632	4639	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
225	4641	4641	-	1	0	0	0	1	0	0	0	0	-	-
226	4643	4646	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
227	4648	4649	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
228	4651	4658	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
229	4660	4660	-	1	0	0	0	1	0	0	0	0	-	-
230	4662	4663	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
231	4665	4672	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
232	4674	4674	-	1	0	0	0	1	0	0	0	0	-	-
233	4676	4679	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
234	4681	4682	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
235	4684	4691	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
236	4693	4693	-	1	0	0	0	1	0	0	0	0	-	-
237	4695	4696	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
238	4698	4705	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
239	4707	4707	-	1	0	0	0	1	0	0	0	0	-	-
240	4709	4712	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
241	4714	4715	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
242	4717	4724	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
243	4726	4726	-	1	0	0	0	1	0	0	0	0	-	-
244	4728	4729	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
245	4731	4738	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
246	4740	4740	-	1	0	0	0	1	0	0	0	0	-	-
247	4742	4745	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
248	4747	4748	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
249	4750	4757	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
250	4759	4759	-	1	0	0	0	1	0	0	0	0	-	-
251	4761	4762	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
252	4764	4771	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
253	4773	4773	-	1	0	0	0	1	0	0	0	0	-	-
254	4775	4778	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
255	4780	4781	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
256	4783	4790	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
257	4792	4792	-	1	0	0	0	1	0	0	0	0	-	-
258	4794	4795	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
259	4797	4804	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
260	4806	4806	-	1	0	0	0	1	0	0	0	0	-	-
261	4808	4811	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
262	4813	4814	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
263	4816	4823	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
264	4825	4825	-	1	0	0	0	1	0	0	0	0	-	-
265	4827	4828	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
266	4830	4837	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
267	4839	4839	-	1	0	0	0	1	0	0	0	0	-	-
268	4841	4844	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
269	4846	4847	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
270	4849	4854	-	6	1	0	0	3	2	1	0	1	-	0,0
271	4856	4857	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
272	4859	4864	-	6	1	0	0	3	2	1	0	1	-	0,0
273	4866	4867	-	2	0	1	0	1	0	0	0	0	-	-
274	4869	4869	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
