slot	arm	phase	begin_ns	end_ns	note
19	I1	teardown	1788626227067572053	1788626228407423668	-
19	I1	analysis	1788626228407423668	1788626233081965595	-
19	I1	cooldown	1788626233083013059	1788626296727027057	quiescence=reached elapsed_ms=63626 sclk_forced=1 predicates=-
20	I0	launch	1788626296728420369	1788626311510293809	-
20	I0	request	1788626311510293809	1788626331425679201	-
20	I0	teardown	1788626331425679201	1788626332688392296	-
20	I0	analysis	1788626332688392296	1788626336161264244	-
20	I0	cooldown	1788626336162727077	1788626405106479270	quiescence=reached elapsed_ms=68914 sclk_forced=1 predicates=-
21	I0	launch	1788626405110721785	1788626419579565864	-
21	I0	request	1788626419579565864	1788626439309638001	-
21	I0	teardown	1788626439309638001	1788626440527071431	-
21	I0	analysis	1788626440527071431	1788626443704369701	-
21	I0	cooldown	1788626443705645523	1788626476442305117	quiescence=reached elapsed_ms=32716 sclk_forced=1 predicates=-
22	I1	launch	1788626476448198518	1788626491542031524	-
22	I1	request	1788626491542031524	1788626512582248332	-
22	I1	teardown	1788626512582248332	1788626513942035716	-
22	I1	analysis	1788626513942035716	1788626518249074040	-
22	I1	cooldown	1788626518250005016	1788626609364859227	quiescence=reached elapsed_ms=91092 sclk_forced=1 predicates=-
23	I1	launch	1788626609366394526	1788626624195011040	-
23	I1	request	1788626624195011040	1788626644458690485	-
23	I1	teardown	1788626644458690485	1788626645732459544	-
23	I1	analysis	1788626645732459544	1788626650880433708	-
23	I1	cooldown	1788626650881367048	1788626701544031546	quiescence=reached elapsed_ms=50643 sclk_forced=1 predicates=-
24	I0	launch	1788626701545550885	1788626716671457904	-
24	I0	request	1788626716671457904	1788626736484820948	-
24	I0	teardown	1788626736484820948	1788626737809295838	-
24	I0	analysis	1788626737809295838	1788626741298408910	-
24	I0	cooldown	1788626741300297902	1788626790636607785	quiescence=reached elapsed_ms=49309 sclk_forced=1 predicates=-
25	S	launch	1788626790637808096	1788626804470729738	-
25	S	request	1788626804470729738	1788626841310858533	-
25	S	teardown	1788626841310858533	1788626842354474873	-
25	S	analysis	1788626842354474873	1788626844831410656	-
25	S	cooldown	1788626844832522841	1788626844833399655	quiescence=skipped elapsed_ms=0 sclk_forced=1 predicates=-
-	-	campaign	1788625026282862288	1788626846671413539	-
