block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
34	1068	1069	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
35	1071	1078	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
36	1080	1080	-	1	0	0	0	1	0	0	0	0	-	-
37	1082	1085	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
38	1087	1095	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
39	1097	1098	-	2	1	0	0	1	0	1	0	0	-	-
40	1100	1101	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	1103	1110	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
42	1112	1112	-	1	0	0	0	1	0	0	0	0	-	-
43	1114	1117	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
44	1119	1127	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
45	1129	1130	-	2	1	0	0	1	0	1	0	0	-	-
46	1132	1133	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
47	1135	1142	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
48	1144	1144	-	1	0	0	0	1	0	0	0	0	-	-
49	1146	1149	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
50	1151	1159	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
51	1161	1162	-	2	1	0	0	1	0	1	0	0	-	-
52	1164	1165	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
53	1167	1174	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
54	1176	1176	-	1	0	0	0	1	0	0	0	0	-	-
55	1178	1181	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
56	1183	1190	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
57	1192	1192	-	1	1	0	0	0	0	1	0	0	-	-
58	1194	1195	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
59	1197	1202	-	6	1	0	0	3	2	1	0	1	-	0,0
60	1204	1206	s_branch	3	0	1	0	2	0	0	0	0	-	-
61	1208	1209	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
62	1211	1214	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
63	1216	1279	s_branch	64	15	0	0	49	0	5	0	0	-	-
64	1281	1281	-	1	0	0	0	1	0	0	0	0	-	-
65	1283	1297	s_cbranch_execz	15	11	0	0	4	0	5	0	0	-	-
66	1299	1314	s_branch	16	9	0	0	7	0	1	0	0	-	-
67	1316	1317	-	2	0	0	0	2	0	0	0	0	-	-
68	1319	1348	s_cbranch_scc0	30	20	4	0	1	5	5	4	0	3,2,1,0	0
69	1350	1437	s_cbranch_scc0	88	73	3	0	8	4	12	3	1	2,1,0	0
70	1439	1522	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
71	1524	1607	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
72	1609	1692	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
73	1694	1777	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
74	1779	1862	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
75	1864	1947	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
76	1949	2031	s_branch	83	72	3	0	5	3	12	3	0	2,1,0	-
77	2033	2033	-	1	0	0	0	1	0	0	0	0	-	-
78	2035	2037	-	3	2	0	0	1	0	2	0	0	-	-
79	2039	2040	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
80	2042	2042	-	1	0	0	0	1	0	0	0	0	-	-
81	2044	2045	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
82	2047	2054	-	8	8	0	0	0	0	1	0	0	-	-
83	2056	2059	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
84	2061	2078	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
85	2080	2097	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
86	2099	2116	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
87	2118	2135	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
88	2137	2154	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
89	2156	2173	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
90	2175	2192	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
91	2194	2210	-	17	9	0	0	8	0	8	0	0	-	-
92	2212	2212	-	1	1	0	0	0	0	1	0	0	-	-
93	2214	2214	-	1	1	0	0	0	0	1	0	0	-	-
94	2216	2216	-	1	1	0	0	0	0	1	0	0	-	-
95	2218	2218	-	1	1	0	0	0	0	1	0	0	-	-
96	2220	2220	-	1	1	0	0	0	0	1	0	0	-	-
97	2222	2222	-	1	1	0	0	0	0	1	0	0	-	-
98	2224	2224	-	1	1	0	0	0	0	1	0	0	-	-
99	2226	2228	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
100	2230	2231	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
101	2233	2244	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
102	2246	2246	-	1	0	0	0	1	0	0	0	0	-	-
103	2248	2249	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
104	2251	2262	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
105	2264	2264	-	1	0	0	0	1	0	0	0	0	-	-
106	2266	2275	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
107	2277	2278	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
108	2280	2287	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
109	2289	2289	-	1	0	0	0	1	0	0	0	0	-	-
110	2291	2292	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
111	2294	2301	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
112	2303	2303	-	1	0	0	0	1	0	0	0	0	-	-
113	2305	2308	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
114	2310	2311	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
115	2313	2320	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
116	2322	2322	-	1	0	0	0	1	0	0	0	0	-	-
117	2324	2325	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
118	2327	2334	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
119	2336	2336	-	1	0	0	0	1	0	0	0	0	-	-
120	2338	2341	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
121	2343	2344	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
122	2346	2353	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
123	2355	2355	-	1	0	0	0	1	0	0	0	0	-	-
124	2357	2358	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
125	2360	2367	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
126	2369	2369	-	1	0	0	0	1	0	0	0	0	-	-
127	2371	2374	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
128	2376	2377	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
129	2379	2386	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
130	2388	2388	-	1	0	0	0	1	0	0	0	0	-	-
131	2390	2391	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
132	2393	2400	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
133	2402	2402	-	1	0	0	0	1	0	0	0	0	-	-
134	2404	2407	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
135	2409	2410	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
136	2412	2419	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
137	2421	2421	-	1	0	0	0	1	0	0	0	0	-	-
138	2423	2424	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
139	2426	2433	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
140	2435	2435	-	1	0	0	0	1	0	0	0	0	-	-
141	2437	2440	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
142	2442	2443	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
143	2445	2452	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
144	2454	2454	-	1	0	0	0	1	0	0	0	0	-	-
145	2456	2457	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
146	2459	2466	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
147	2468	2468	-	1	0	0	0	1	0	0	0	0	-	-
148	2470	2473	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
149	2475	2476	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
150	2478	2483	-	6	1	0	0	3	2	1	0	1	-	0,0
151	2485	2486	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
152	2488	2493	-	6	1	0	0	3	2	1	0	1	-	0,0
153	2495	2496	-	2	0	1	0	1	0	0	0	0	-	-
154	2498	2498	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
